date,amount,product
2038-01-01,75.72,C
2038-01-02,124.17,C
2038-01-03,74.32,B
2038-01-04,84.61,C
2038-01-05,108.29,A
2038-01-06,110.04,C
2038-01-07,92.52,A
2038-01-08,74.46,B
2038-01-09,87.68,B
2038-01-10,97.6,A
2038-01-11,112.95,A
2038-01-12,128.25,A
2038-01-13,89.8,C
2038-01-14,86.91,C
2038-01-15,76.9,B
2038-01-16,80.81,C
2038-01-17,105.66,A
2038-01-18,78,C
2038-01-19,77.16,A
2038-01-20,112.73,C
2038-01-21,83.06,C
2038-01-22,115.03,C
2038-01-23,80.46,A
2038-01-24,98.57,B
2038-01-25,76.74,A
2038-01-26,110.72,A
2038-01-27,117.48,B
2038-01-28,85.35,A
2038-01-29,128.49,C
2038-01-30,96.34,A
2038-01-31,84.58,B
2038-02-01,114.53,A
2038-02-02,72.68,C
2038-02-03,77.03,A
2038-02-04,76.06,A
2038-02-05,86.69,A
2038-02-06,115.56,B
2038-02-07,123.32,A
2038-02-08,89.07,A
2038-02-09,124.34,A
2038-02-10,88.44,C
2038-02-11,112.5,C
2038-02-12,126.23,A
2038-02-13,77.21,A
2038-02-14,121.03,A
2038-02-15,128.12,A
2038-02-16,109.88,B
2038-02-17,105.2,C
2038-02-18,127.32,C
2038-02-19,120.6,B
2038-02-20,129.69,A
2038-02-21,94.5,C
2038-02-22,121.95,B
2038-02-23,88.28,A
2038-02-24,100.63,A
2038-02-25,112.56,C
2038-02-26,125.03,A
2038-02-27,128.87,B
2038-02-28,112.88,C
2038-03-01,75.12,C
2038-03-02,108.15,C
2038-03-03,95.11,C
2038-03-04,79.74,C
2038-03-05,101.58,B
2038-03-06,72.62,A
2038-03-07,73.77,B
2038-03-08,84.38,B
2038-03-09,83.39,A
2038-03-10,91.84,C
2038-03-11,76.31,B
2038-03-12,118.68,C
2038-03-13,111.08,B
2038-03-14,93.81,A
2038-03-15,92.76,B
2038-03-16,96.55,A
2038-03-17,74.8,A
2038-03-18,108.57,C
2038-03-19,116.95,A
2038-03-20,117.31,B
2038-03-21,119.15,C
2038-03-22,127.68,C
2038-03-23,77.03,B
2038-03-24,80.48,A
2038-03-25,109.14,B
2038-03-26,129.86,C
2038-03-27,76.39,C
2038-03-28,109.97,B
2038-03-29,77.05,C
2038-03-30,84.23,C
2038-03-31,105.87,A
2038-04-01,106.15,A
2038-04-02,123.59,C
2038-04-03,70.83,C
2038-04-04,126.82,A
2038-04-05,112.29,A
2038-04-06,88.71,C
2038-04-07,124.46,A
2038-04-08,99.29,C
2038-04-09,120.52,A
2038-04-10,96.29,A
2038-04-11,95.45,C
2038-04-12,96.76,B
2038-04-13,70.58,A
2038-04-14,101.08,A
2038-04-15,117.83,A
2038-04-16,120.15,C
2038-04-17,118.95,C
2038-04-18,86.9,C
2038-04-19,74.55,A
2038-04-20,94.17,A
2038-04-21,80.35,A
2038-04-22,113.49,C
2038-04-23,104.15,A
2038-04-24,74.8,B
2038-04-25,78.86,A
2038-04-26,120.07,C
2038-04-27,92.05,A
2038-04-28,109.69,B
2038-04-29,108.21,A
2038-04-30,125.07,C
2038-05-01,91.64,C
2038-05-02,101.67,B
2038-05-03,88.87,A
2038-05-04,78.08,A
2038-05-05,126.37,B
2038-05-06,115.99,B
2038-05-07,121.92,A
2038-05-08,76.3,A
2038-05-09,83.49,B
2038-05-10,129.55,C
2038-05-11,70.73,A
2038-05-12,121.56,B
2038-05-13,86.29,C
2038-05-14,106.93,B
2038-05-15,74.31,B
2038-05-16,84.51,C
2038-05-17,86.31,B
2038-05-18,126.13,A
2038-05-19,117.97,A
2038-05-20,101.98,A
2038-05-21,71.28,C
2038-05-22,100.34,B
2038-05-23,100.52,A
2038-05-24,76.22,A
2038-05-25,82.93,B
2038-05-26,95.68,A
2038-05-27,90.34,A
2038-05-28,124.56,A
2038-05-29,74.84,A
2038-05-30,89.64,B
2038-05-31,112.8,B
2038-06-01,76.15,A
2038-06-02,92.06,A
2038-06-03,92.84,B
2038-06-04,82.4,C
2038-06-05,87.83,A
2038-06-06,73.92,C
2038-06-07,119.94,A
2038-06-08,104.04,A
2038-06-09,70.81,A
2038-06-10,115.78,B
2038-06-11,86.79,B
2038-06-12,82.06,A
2038-06-13,94.31,A
2038-06-14,104.32,B
2038-06-15,79.1,C
2038-06-16,117.92,A
2038-06-17,101.62,B
2038-06-18,118.19,A
2038-06-19,80.22,B
2038-06-20,118.09,C
2038-06-21,71.12,B
2038-06-22,86.05,A
2038-06-23,128.38,B
2038-06-24,83.92,C
2038-06-25,113.22,C
2038-06-26,129.54,A
2038-06-27,111.08,A
2038-06-28,91.57,B
2038-06-29,76.58,A
2038-06-30,107.03,A
2038-07-01,118.73,B
2038-07-02,113.25,B
2038-07-03,88.01,C
2038-07-04,83.52,B
2038-07-05,88.19,B
2038-07-06,79.06,B
2038-07-07,87.28,A
2038-07-08,92.29,C
2038-07-09,84.38,C
2038-07-10,83.84,C
2038-07-11,128.53,C
2038-07-12,125.65,B
2038-07-13,118.09,B
2038-07-14,94.05,A
2038-07-15,71.35,A
2038-07-16,75.13,A
2038-07-17,122.14,B
2038-07-18,124.45,B
2038-07-19,107.34,C
2038-07-20,71.74,C
2038-07-21,91.68,C
2038-07-22,99.98,B
2038-07-23,106.5,B
2038-07-24,126.98,B
2038-07-25,127.1,B
2038-07-26,91.34,A
2038-07-27,126.01,C
2038-07-28,81.86,A
2038-07-29,107.89,A
2038-07-30,112.12,C
2038-07-31,104.75,A
2038-08-01,95.67,A
2038-08-02,87.21,A
2038-08-03,109.49,B
2038-08-04,78.15,C
2038-08-05,88.87,B
2038-08-06,120.57,A
2038-08-07,97.42,A
2038-08-08,86.17,B
2038-08-09,117.04,B
2038-08-10,106.67,C
2038-08-11,85.13,B
2038-08-12,121.13,C
2038-08-13,74.36,A
2038-08-14,95.84,C
2038-08-15,119.7,A
2038-08-16,73.72,A
2038-08-17,94.82,B
2038-08-18,91.24,B
2038-08-19,73.67,B
2038-08-20,118.42,A
2038-08-21,100.33,A
2038-08-22,76.5,C
2038-08-23,93.69,C
2038-08-24,90.51,A
2038-08-25,116.42,A
2038-08-26,102.67,B
2038-08-27,77.68,C
2038-08-28,116.17,C
2038-08-29,84.59,B
2038-08-30,74.33,B
2038-08-31,83.75,A
2038-09-01,75.01,A
2038-09-02,94.81,B
2038-09-03,119.44,A
2038-09-04,120.39,C
2038-09-05,101.1,A
2038-09-06,101.75,A
2038-09-07,85.24,A
2038-09-08,99.49,C
2038-09-09,97.17,B
2038-09-10,113.71,B
2038-09-11,75.46,C
2038-09-12,114.97,C
2038-09-13,79.71,B
2038-09-14,104.22,B
2038-09-15,79.67,B
2038-09-16,93.49,A
2038-09-17,73.65,A
2038-09-18,127.39,A
2038-09-19,97.99,C
2038-09-20,122.31,A
2038-09-21,79.84,C
2038-09-22,102.01,A
2038-09-23,120.2,C
2038-09-24,103.94,B
2038-09-25,90.2,A
2038-09-26,129.17,C
2038-09-27,121.56,C
2038-09-28,80.82,A
2038-09-29,86.27,C
2038-09-30,93.47,A
2038-10-01,102.82,A
2038-10-02,112.24,C
2038-10-03,125.73,A
2038-10-04,85.63,A
2038-10-05,85.35,B
2038-10-06,100.33,B
2038-10-07,100.3,B
2038-10-08,85.77,A
2038-10-09,84.57,B
2038-10-10,121.58,B
2038-10-11,71.7,A
2038-10-12,81.35,C
2038-10-13,108.16,C
2038-10-14,91.59,A
2038-10-15,73.24,B
2038-10-16,118.98,C
2038-10-17,97.03,B
2038-10-18,110.65,C
2038-10-19,82.26,B
2038-10-20,87.71,B
2038-10-21,102.77,B
2038-10-22,88.09,C
2038-10-23,115.93,B
2038-10-24,81.42,B
2038-10-25,102.38,C
2038-10-26,73.85,C
2038-10-27,121.45,A
2038-10-28,82.1,B
2038-10-29,77.48,C
2038-10-30,85.62,A
2038-10-31,127.01,A
2038-11-01,127.95,B
2038-11-02,105.25,C
2038-11-03,79.63,C
2038-11-04,119.59,B
2038-11-05,128.69,B
2038-11-06,83.81,A
2038-11-07,118.54,B
2038-11-08,112.69,A
2038-11-09,77.47,A
2038-11-10,100.36,A
2038-11-11,113.13,A
2038-11-12,105.11,A
2038-11-13,123.5,B
2038-11-14,96.41,A
2038-11-15,113.52,B
2038-11-16,92.62,A
2038-11-17,104.59,B
2038-11-18,104.8,C
2038-11-19,90.73,A
2038-11-20,82.87,A
2038-11-21,101.74,A
2038-11-22,71.18,B
2038-11-23,100.94,B
2038-11-24,83.63,C
2038-11-25,119.35,C
2038-11-26,111.37,C
2038-11-27,113.61,C
2038-11-28,87,C
2038-11-29,71.27,B
2038-11-30,121.87,C
2038-12-01,95.37,C
2038-12-02,111.24,B
2038-12-03,83.71,A
2038-12-04,115.39,A
2038-12-05,124.14,A
2038-12-06,124.66,A
2038-12-07,72.78,A
2038-12-08,98.53,B
2038-12-09,72.18,A
2038-12-10,103.29,B
2038-12-11,81.24,C
2038-12-12,89.26,C
2038-12-13,112.05,B
2038-12-14,90.14,B
2038-12-15,85.64,C
2038-12-16,110.45,C
2038-12-17,78.69,B
2038-12-18,124.26,C
2038-12-19,96.37,B
2038-12-20,83.81,B
2038-12-21,116.08,C
2038-12-22,119.01,C
2038-12-23,127.45,B
2038-12-24,127.19,B
2038-12-25,98.21,C
2038-12-26,122.4,C
2038-12-27,127.73,B
2038-12-28,103.53,C
2038-12-29,91.72,C
2038-12-30,123.21,C
2038-12-31,119.92,A
2039-01-01,70.25,A
2039-01-02,90.53,A
2039-01-03,128.22,B
2039-01-04,86.46,B
2039-01-05,79.15,B
2039-01-06,123.79,A
2039-01-07,105.95,A
2039-01-08,124.25,B
2039-01-09,123.97,A
2039-01-10,95.46,C
2039-01-11,79.63,B
2039-01-12,117.82,C
2039-01-13,121.98,B
2039-01-14,124.58,A
2039-01-15,99.04,B
2039-01-16,102.71,B
2039-01-17,100.96,B
2039-01-18,127.48,B
2039-01-19,97.85,C
2039-01-20,106.23,B
2039-01-21,86.42,C
2039-01-22,102.34,A
2039-01-23,129.88,C
2039-01-24,123.89,B
2039-01-25,117.86,C
2039-01-26,125.86,C
2039-01-27,95.6,A
2039-01-28,127.91,B
2039-01-29,96.1,B
2039-01-30,82.96,A
2039-01-31,110.1,A
2039-02-01,78.73,B
2039-02-02,73.56,B
2039-02-03,111.46,C
2039-02-04,86.02,A
2039-02-05,73.04,A
2039-02-06,101.37,A
2039-02-07,100.84,A
2039-02-08,71.82,B
2039-02-09,116.9,A
2039-02-10,114.96,B
2039-02-11,94.29,B
2039-02-12,110.69,C
2039-02-13,127.14,B
2039-02-14,110.63,B
2039-02-15,78.98,C
2039-02-16,109.54,A
2039-02-17,112.42,A
2039-02-18,111.71,C
2039-02-19,82.58,B
2039-02-20,73.86,C
2039-02-21,74,B
2039-02-22,117.8,C
2039-02-23,84.25,B
2039-02-24,101.82,B
2039-02-25,94.27,C
2039-02-26,116.86,A
2039-02-27,104.41,A
2039-02-28,110.02,B
2039-03-01,121.91,A
2039-03-02,103.91,A
2039-03-03,86.78,C
2039-03-04,80.18,A
2039-03-05,91.93,A
2039-03-06,90.53,A
2039-03-07,107.48,A
2039-03-08,89.11,A
2039-03-09,72.81,C
2039-03-10,100.55,C
2039-03-11,120.4,C
2039-03-12,102.85,B
2039-03-13,126.47,A
2039-03-14,77.13,A
2039-03-15,77.23,B
2039-03-16,112.44,B
2039-03-17,102.08,A
2039-03-18,77.82,C
2039-03-19,124.92,C
2039-03-20,109.7,A
2039-03-21,88.52,B
2039-03-22,102.46,C
2039-03-23,72.13,A
2039-03-24,71.24,B
2039-03-25,105.31,B
2039-03-26,73.48,C
2039-03-27,104.99,C
2039-03-28,110.13,A
2039-03-29,113.61,C
2039-03-30,86.69,A
2039-03-31,107.5,C
2039-04-01,71.71,C
2039-04-02,102.06,C
2039-04-03,116.66,B
2039-04-04,124.26,B
2039-04-05,93.14,A
2039-04-06,78.79,A
2039-04-07,107.08,A
2039-04-08,83.84,B
2039-04-09,102.35,C
2039-04-10,70.67,C
2039-04-11,109.25,B
2039-04-12,99.77,C
2039-04-13,71.88,C
2039-04-14,101.04,A
2039-04-15,82.51,C
2039-04-16,104,B
2039-04-17,111.88,B
2039-04-18,107.14,C
2039-04-19,97.67,A
2039-04-20,96.42,B
2039-04-21,97.92,A
2039-04-22,75.65,C
2039-04-23,107.15,B
2039-04-24,77.35,B
2039-04-25,121.77,A
2039-04-26,97.08,B
2039-04-27,84.21,C
2039-04-28,86.37,B
2039-04-29,88.9,B
2039-04-30,111.77,C
2039-05-01,125.26,C
2039-05-02,80.48,B
2039-05-03,108.12,C
2039-05-04,99.3,A
2039-05-05,104.4,B
2039-05-06,75.44,A
2039-05-07,86.98,B
2039-05-08,87.03,B
2039-05-09,102.78,B
2039-05-10,89.37,B
2039-05-11,110.3,A
2039-05-12,80.44,A
2039-05-13,98.42,A
2039-05-14,80.62,C
2039-05-15,76.53,A
2039-05-16,94.88,C
2039-05-17,106.71,B
2039-05-18,109.68,B
2039-05-19,71.85,B
2039-05-20,83.24,C
2039-05-21,124.52,C
2039-05-22,124.19,B
2039-05-23,75.05,A
2039-05-24,86.32,C
2039-05-25,105.53,C
2039-05-26,120.49,C
2039-05-27,86.18,A
2039-05-28,88.72,C
2039-05-29,111.61,A
2039-05-30,129.22,B
2039-05-31,103.35,B
2039-06-01,77.65,B
2039-06-02,75.19,A
2039-06-03,107.16,C
2039-06-04,116.05,C
2039-06-05,95.07,C
2039-06-06,95.18,B
2039-06-07,113.55,C
2039-06-08,78.27,C
2039-06-09,126.97,A
2039-06-10,114.39,B
2039-06-11,83.8,A
2039-06-12,93.37,C
2039-06-13,105.94,B
2039-06-14,78.69,C
2039-06-15,124.25,C
2039-06-16,108.79,B
2039-06-17,89.84,A
2039-06-18,115.52,B
2039-06-19,86.52,C
2039-06-20,106.05,B
2039-06-21,72.42,C
2039-06-22,94.38,C
2039-06-23,85.31,C
2039-06-24,90.15,B
2039-06-25,114.54,C
2039-06-26,81.49,C
2039-06-27,123.01,A
2039-06-28,96.17,C
2039-06-29,127.16,B
2039-06-30,107.39,A
2039-07-01,110.89,C
2039-07-02,116.9,B
2039-07-03,85.98,C
2039-07-04,76.35,B
2039-07-05,71.6,B
2039-07-06,102.21,A
2039-07-07,109.17,A
2039-07-08,89.72,A
2039-07-09,122.69,B
2039-07-10,99.08,C
2039-07-11,82.87,B
2039-07-12,72.34,A
2039-07-13,111.91,C
2039-07-14,112.82,A
2039-07-15,118.39,C
2039-07-16,106.5,C
2039-07-17,84.34,B
2039-07-18,115.85,A
2039-07-19,77.46,C
2039-07-20,109.74,B
2039-07-21,113.65,C
2039-07-22,100,A
2039-07-23,90.67,A
2039-07-24,74.84,B
2039-07-25,121.49,A
2039-07-26,127.88,B
2039-07-27,121.72,C
2039-07-28,121.28,A
2039-07-29,126.84,C
2039-07-30,119.76,B
2039-07-31,76.53,C
2039-08-01,110.61,A
2039-08-02,128.1,B
2039-08-03,120.9,A
2039-08-04,101.8,A
2039-08-05,81.97,C
2039-08-06,117.91,A
2039-08-07,72.28,B
2039-08-08,77.09,C
2039-08-09,110.7,B
2039-08-10,119.94,A
2039-08-11,87.15,C
2039-08-12,127.06,A
2039-08-13,74.01,B
2039-08-14,110.63,C
2039-08-15,76.4,B
2039-08-16,72.95,A
2039-08-17,89.42,C
2039-08-18,80.55,B
2039-08-19,81.83,C
2039-08-20,85.34,C
2039-08-21,73.56,B
2039-08-22,124.76,C
2039-08-23,111.59,C
2039-08-24,119.17,B
2039-08-25,126.71,A
2039-08-26,74.84,A
2039-08-27,101.27,C
2039-08-28,110.57,C
2039-08-29,79.59,C
2039-08-30,102.48,B
2039-08-31,96.63,C
2039-09-01,80.08,C
2039-09-02,127.03,B
2039-09-03,113.7,A
2039-09-04,81.16,C
2039-09-05,110.57,C
2039-09-06,90.32,C
2039-09-07,73.9,C
2039-09-08,116.89,C
2039-09-09,95.4,A
2039-09-10,103.72,A
2039-09-11,115.34,A
2039-09-12,87.09,C
2039-09-13,117.26,B
2039-09-14,75.38,A
2039-09-15,83.75,B
2039-09-16,81.71,C
2039-09-17,100.95,A
2039-09-18,94.94,A
2039-09-19,70.87,A
2039-09-20,74.89,B
2039-09-21,88.4,A
2039-09-22,93.87,A
2039-09-23,123.78,B
2039-09-24,125.18,C
2039-09-25,82.07,A
2039-09-26,95.7,A
2039-09-27,124.3,A
2039-09-28,74.41,A
2039-09-29,102.95,A
2039-09-30,112.11,B
2039-10-01,80.96,C
2039-10-02,100,A
2039-10-03,114.8,B
2039-10-04,91.41,C
2039-10-05,87.2,C
2039-10-06,128.29,A
2039-10-07,80.53,A
2039-10-08,122.66,B
2039-10-09,108.09,A
2039-10-10,125.07,A
2039-10-11,95.17,A
2039-10-12,129.52,A
2039-10-13,125.03,C
2039-10-14,123.03,A
2039-10-15,79.39,A
2039-10-16,101.78,C
2039-10-17,100.1,C
2039-10-18,91.87,A
2039-10-19,112.96,A
2039-10-20,93.53,B
2039-10-21,87.5,A
2039-10-22,111.24,B
2039-10-23,82.14,A
2039-10-24,76.54,C
2039-10-25,92.91,B
2039-10-26,100.03,B
2039-10-27,83.11,B
2039-10-28,128.19,A
2039-10-29,70.06,B
2039-10-30,94.82,C
2039-10-31,109.97,A
2039-11-01,110.7,A
2039-11-02,80.39,A
2039-11-03,113.09,B
2039-11-04,109.02,B
2039-11-05,119.43,B
2039-11-06,115.23,B
2039-11-07,120.85,B
2039-11-08,95.7,B
2039-11-09,121.18,C
2039-11-10,118.11,C
2039-11-11,122.47,B
2039-11-12,116.78,A
2039-11-13,109.57,C
2039-11-14,113.33,A
2039-11-15,88.77,A
2039-11-16,109.21,B
2039-11-17,110.8,A
2039-11-18,94.38,C
2039-11-19,89.52,A
2039-11-20,99.42,B
2039-11-21,84.39,C
2039-11-22,112.6,C
2039-11-23,108.95,B
2039-11-24,112.91,B
2039-11-25,108.32,B
2039-11-26,105.5,C
2039-11-27,72.04,C
2039-11-28,83.57,A
2039-11-29,83.6,A
2039-11-30,96.03,C
2039-12-01,115.67,B
2039-12-02,85.07,B
2039-12-03,124.86,A
2039-12-04,123.49,B
2039-12-05,125.7,C
2039-12-06,80.08,C
2039-12-07,83.1,A
2039-12-08,115.22,A
2039-12-09,124.77,C
2039-12-10,98.64,A
2039-12-11,83.43,A
2039-12-12,109.53,C
2039-12-13,110.77,C
2039-12-14,101.34,A
2039-12-15,127.9,B
2039-12-16,97.26,A
2039-12-17,110.52,C
2039-12-18,121.87,C
2039-12-19,104.01,A
2039-12-20,71.11,B
2039-12-21,115.33,A
2039-12-22,112.4,C
2039-12-23,90.37,C
2039-12-24,99.2,C
2039-12-25,125.13,A
2039-12-26,78.57,B
2039-12-27,104.16,B
2039-12-28,103.31,C
2039-12-29,111.64,B
2039-12-30,122.37,C
2039-12-31,110.51,C
2040-01-01,111.49,B
2040-01-02,87.59,C
2040-01-03,74.12,B
2040-01-04,88.7,C
2040-01-05,99.39,C
2040-01-06,119.7,A
2040-01-07,85.42,A
2040-01-08,92.82,C
2040-01-09,97.95,C
2040-01-10,97.71,B
2040-01-11,75.31,C
2040-01-12,82.48,A
2040-01-13,112.57,A
2040-01-14,79.36,A
2040-01-15,81.58,A
2040-01-16,87.08,A
2040-01-17,116.59,C
2040-01-18,92.02,A
2040-01-19,105.88,B
2040-01-20,116.76,C
2040-01-21,102.76,A
2040-01-22,110.78,B
2040-01-23,103.09,B
2040-01-24,79.86,B
2040-01-25,87.62,C
2040-01-26,128.8,A
2040-01-27,100.24,A
2040-01-28,117.73,C
2040-01-29,92.18,A
2040-01-30,80.78,C
2040-01-31,91.06,A
2040-02-01,110.43,B
2040-02-02,98.24,C
2040-02-03,84.95,B
2040-02-04,117.9,A
2040-02-05,80.18,A
2040-02-06,73.15,B
2040-02-07,77.12,A
2040-02-08,76.94,C
2040-02-09,101.38,A
2040-02-10,75.39,C
2040-02-11,123.81,A
2040-02-12,78.45,A
2040-02-13,102.92,C
2040-02-14,74.57,B
2040-02-15,115.57,B
2040-02-16,86.23,C
2040-02-17,107.72,B
2040-02-18,92.7,A
2040-02-19,125,C
2040-02-20,87.66,C
2040-02-21,105.5,A
2040-02-22,115.4,C
2040-02-23,129.33,A
2040-02-24,123.52,C
2040-02-25,116.83,B
2040-02-26,111.75,A
2040-02-27,113.49,B
2040-02-28,83.47,B
2040-02-29,83.68,A
2040-03-01,83.62,B
2040-03-02,88.56,A
2040-03-03,99.51,C
2040-03-04,114.7,A
2040-03-05,121.2,C
2040-03-06,109.48,C
2040-03-07,124.23,C
2040-03-08,122.3,A
2040-03-09,80.46,C
2040-03-10,100.59,A
2040-03-11,85.28,B
2040-03-12,122.44,A
2040-03-13,111.42,A
2040-03-14,111.01,A
2040-03-15,84.39,A
2040-03-16,82.02,C
2040-03-17,74.97,C
2040-03-18,102.94,C
2040-03-19,98.17,A
2040-03-20,103.04,C
2040-03-21,83.17,C
2040-03-22,80.12,A
2040-03-23,76.07,C
2040-03-24,108.72,C
2040-03-25,78.52,B
2040-03-26,94.63,B
2040-03-27,123.84,A
2040-03-28,128.36,C
2040-03-29,106.56,C
2040-03-30,108.23,A
2040-03-31,76.41,B
2040-04-01,120.87,C
2040-04-02,99.61,C
2040-04-03,113.31,A
2040-04-04,81.88,A
2040-04-05,120.49,C
2040-04-06,88.22,B
2040-04-07,127.41,B
2040-04-08,91.48,C
2040-04-09,82.95,C
2040-04-10,103.9,C
2040-04-11,76.89,C
2040-04-12,108,C
2040-04-13,74.43,A
2040-04-14,113,C
2040-04-15,82.1,B
2040-04-16,107.63,A
2040-04-17,121.57,C
2040-04-18,73.19,B
2040-04-19,112.27,B
2040-04-20,85.23,B
2040-04-21,115.05,A
2040-04-22,104.34,B
2040-04-23,73.99,B
2040-04-24,75.69,B
2040-04-25,90.54,C
2040-04-26,116.58,C
2040-04-27,112.99,B
2040-04-28,92.39,A
2040-04-29,80.57,B
2040-04-30,106.78,C
2040-05-01,99.86,B
2040-05-02,121.54,B
2040-05-03,86.98,A
2040-05-04,111.04,A
2040-05-05,88.02,C
2040-05-06,128.29,C
2040-05-07,97.65,A
2040-05-08,129.04,A
2040-05-09,85.22,A
2040-05-10,115.83,C
2040-05-11,126.18,A
2040-05-12,100.39,A
2040-05-13,112.05,C
2040-05-14,103.17,B
2040-05-15,91.5,A
2040-05-16,80.98,A
2040-05-17,118.08,B
2040-05-18,125.99,B
2040-05-19,83.34,A
2040-05-20,83.04,A
2040-05-21,110.19,C
2040-05-22,89.13,B
2040-05-23,127.72,C
2040-05-24,97.7,B
2040-05-25,93.3,B
2040-05-26,116.08,A
2040-05-27,123.97,C
2040-05-28,115.26,B
2040-05-29,120.57,B
2040-05-30,109.81,B
2040-05-31,98.9,A
2040-06-01,122.02,A
2040-06-02,118.94,C
2040-06-03,70.01,C
2040-06-04,82.06,B
2040-06-05,118.68,A
2040-06-06,124.94,C
2040-06-07,73,A
2040-06-08,116.73,A
2040-06-09,88.36,C
2040-06-10,84.57,C
2040-06-11,75.94,A
2040-06-12,85.8,A
2040-06-13,78.49,C
2040-06-14,118.53,B
2040-06-15,103.52,B
2040-06-16,102.68,B
2040-06-17,103.02,B
2040-06-18,70.14,A
2040-06-19,101.67,A
2040-06-20,128.48,B
2040-06-21,92.88,C
2040-06-22,101.7,C
2040-06-23,77.64,A
2040-06-24,120.58,C
2040-06-25,107.28,C
2040-06-26,87.1,C
2040-06-27,90.13,B
2040-06-28,75.87,C
2040-06-29,70.34,C
2040-06-30,117.33,A
2040-07-01,75.33,C
2040-07-02,71.42,A
2040-07-03,100.05,A
2040-07-04,80.88,B
2040-07-05,73.87,C
2040-07-06,108.11,A
2040-07-07,115.08,C
2040-07-08,105.35,A
2040-07-09,99.42,B
2040-07-10,70.75,C
2040-07-11,73.92,A
2040-07-12,124.7,C
2040-07-13,90.78,B
2040-07-14,88.2,A
2040-07-15,92.52,A
2040-07-16,72.65,C
2040-07-17,84.58,C
2040-07-18,98.52,C
2040-07-19,116.93,B
2040-07-20,83.3,C
2040-07-21,129.18,A
2040-07-22,107.37,C
2040-07-23,72.68,A
2040-07-24,81.16,B
2040-07-25,125.31,C
2040-07-26,91.48,B
2040-07-27,109.79,C
2040-07-28,71.59,C
2040-07-29,115.38,A
2040-07-30,120.02,C
2040-07-31,128.41,A
2040-08-01,82.09,C
2040-08-02,111.09,C
2040-08-03,71.88,C
2040-08-04,82.21,C
2040-08-05,100.67,A
2040-08-06,89.15,A
2040-08-07,129.24,C
2040-08-08,99.92,A
2040-08-09,120.06,B
2040-08-10,95.27,B
2040-08-11,77.04,B
2040-08-12,117.76,B
2040-08-13,81.34,B
2040-08-14,121.37,B
2040-08-15,127.42,B
2040-08-16,100.89,A
2040-08-17,122.63,C
2040-08-18,73.88,C
2040-08-19,82.46,A
2040-08-20,128.75,A
2040-08-21,97.19,A
2040-08-22,87.61,A
2040-08-23,78.73,B
2040-08-24,119.66,A
2040-08-25,98.12,C
2040-08-26,88.63,B
2040-08-27,98.34,A
2040-08-28,71.49,B
2040-08-29,76.87,A
2040-08-30,105.65,B
2040-08-31,70.74,C
2040-09-01,125.13,C
2040-09-02,107.63,C
2040-09-03,87.09,A
2040-09-04,114.06,C
2040-09-05,118.7,B
2040-09-06,91.39,A
2040-09-07,81.61,A
2040-09-08,86.64,B
2040-09-09,96.03,C
2040-09-10,106.02,B
2040-09-11,72.36,A
2040-09-12,89.61,A
2040-09-13,121.34,B
2040-09-14,119.16,B
2040-09-15,105.87,A
2040-09-16,110.05,B
2040-09-17,88.31,C
2040-09-18,77.63,B
2040-09-19,105.34,A
2040-09-20,82.98,C
2040-09-21,99.59,C
2040-09-22,125.53,C
2040-09-23,78.48,B
2040-09-24,78,C
2040-09-25,91.2,B
2040-09-26,110.29,C
2040-09-27,70.19,B
2040-09-28,109.37,C
2040-09-29,102.81,B
2040-09-30,78.13,C
2040-10-01,89.43,A
2040-10-02,81.31,C
2040-10-03,124.32,C
2040-10-04,117.92,B
2040-10-05,126.65,C
2040-10-06,129.45,A
2040-10-07,98.28,C
2040-10-08,78.13,B
2040-10-09,87.66,B
2040-10-10,122.54,B
2040-10-11,95.02,C
2040-10-12,74.84,A
2040-10-13,95.84,C
2040-10-14,92.35,C
2040-10-15,76.09,B
2040-10-16,122.37,C
2040-10-17,71.13,B
2040-10-18,91.64,A
2040-10-19,99.64,A
2040-10-20,119.95,A
2040-10-21,104.2,C
2040-10-22,70.57,B
2040-10-23,102.63,B
2040-10-24,96.1,A
2040-10-25,84.89,A
2040-10-26,94.27,C
2040-10-27,114.07,B
2040-10-28,89.04,B
2040-10-29,83.17,A
2040-10-30,86.72,A
2040-10-31,106.49,C
2040-11-01,90.05,B
2040-11-02,129.09,A
2040-11-03,85.64,C
2040-11-04,103.3,C
2040-11-05,121.76,A
2040-11-06,115.4,C
2040-11-07,125.02,C
2040-11-08,121.37,B
2040-11-09,101.15,A
2040-11-10,89.57,A
2040-11-11,110.4,C
2040-11-12,71.42,C
2040-11-13,84.65,B
2040-11-14,79.87,C
2040-11-15,128.4,B
2040-11-16,126.25,C
2040-11-17,103.14,C
2040-11-18,91.8,B
2040-11-19,100.65,B
2040-11-20,77.89,B
2040-11-21,101.94,A
2040-11-22,96.2,A
2040-11-23,82.06,A
2040-11-24,113.9,B
2040-11-25,106.12,B
2040-11-26,106.37,A
2040-11-27,119.08,A
2040-11-28,82.24,B
2040-11-29,99.54,A
2040-11-30,116.08,C
2040-12-01,119.5,B
2040-12-02,128.15,B
2040-12-03,78.45,A
2040-12-04,79.77,A
2040-12-05,91.37,B
2040-12-06,74.46,C
2040-12-07,124.44,C
2040-12-08,115.16,B
2040-12-09,91.92,C
2040-12-10,112.84,A
2040-12-11,108.32,B
2040-12-12,88.03,B
2040-12-13,115.74,C
